api8,gas_mcf_d,oil_bbl_d
38330272,0.0,0.0
38330277,0.0,0.0
38330276,0.0,0.0
38332956,0.0,0.0
38332955,0.0,0.0
38300806,0.0,0.0
38330273,0.0,0.0
38332951,0.0,0.0
38300279,73.7,28.26
38300302,73.7,28.26
38300294,73.7,28.26
38300259,73.7,28.26
38300306,73.7,28.26
38300305,73.7,28.26
38300215,73.7,28.26
38300216,73.7,28.26
38300193,73.7,28.26
38300192,73.7,28.26
38300194,73.7,28.26
38333488,73.7,28.26
38333489,73.7,28.26
38333623,73.7,28.26
38335735,73.7,28.26
38335909,73.7,28.26
38335732,73.7,28.26
38335910,73.7,28.26
38336167,73.7,28.26
38336156,73.7,28.26
38336154,73.7,28.26
38336168,73.7,28.26
38335731,73.7,28.26
38335734,73.7,28.26
38335733,73.7,28.26
38335868,73.7,28.26
38335911,73.7,28.26
38335912,73.7,28.26
38335977,73.7,28.26
38335746,73.7,28.26
38335747,73.7,28.26
38335748,73.7,28.26
38335865,73.7,28.26
38335924,73.7,28.26
38335954,73.7,28.26
38335959,73.7,28.26
38335958,73.7,28.26
38335957,73.7,28.26
38335745,73.7,28.26
38335866,73.7,28.26
38335934,73.7,28.26
38335935,73.7,28.26
38335936,73.7,28.26
38338495,73.7,28.26
38338492,73.7,28.26
38338493,73.7,28.26
38338494,73.7,28.26
38335744,73.7,28.26
38335867,73.7,28.26
38335869,73.7,28.26
38301067,0.0,0.0
38330275,0.0,0.0
38330274,0.0,0.0
38332960,0.0,0.0
38332961,0.0,0.0
38330270,2.65,0.18
38335302,2.65,0.18
38330278,0.0,0.0
38338210,0.0,0.0
38335757,0.0,0.0
38334832,0.0,0.0
38337250,0.0,0.0
38301365,0.0,0.0
38300529,0.0,0.0
38330287,3.58,0.52
38336022,3.58,0.52
38335280,3.58,0.52
38301245,0.0,0.0
38301246,0.0,0.0
38301247,0.0,0.0
38301472,0.0,0.0
38301248,0.0,0.0
38330218,0.0,0.0
38330219,0.0,0.0
38330246,0.0,0.0
38330245,0.0,0.0
38333223,0.0,0.0
38335003,0.0,0.0
38335006,0.0,0.0
38335036,0.0,0.0
38330282,0.0,0.0
38300414,0.0,0.0
38330281,0.0,0.0
38330280,0.0,0.0
38330279,0.0,0.0
38335116,0.0,0.0
38335117,0.0,0.0
38300910,0.0,0.0
38300911,0.0,0.0
38300912,0.0,0.0
38330288,0.0,0.0
38300531,0.0,0.0
38300533,0.0,0.0
38301379,0.0,0.0
38301377,0.0,0.0
47537845,537.4,175.63
47537846,537.4,175.63
47537597,537.4,175.63
47537584,537.4,175.63
47537385,537.4,175.63
47537665,537.4,175.63
47537486,537.4,175.63
47537386,71.04,33.65
47537500,537.4,175.63
47537383,71.04,33.65
47537452,537.4,175.63
47537453,537.4,175.63
47537464,537.4,175.63
47537432,537.4,175.63
47537433,537.4,175.63
47537434,537.4,175.63
47537639,537.4,175.63
47537640,537.4,175.63
47537666,537.4,175.63
47537731,537.4,175.63
47537599,537.4,175.63
47537644,537.4,175.63
47537630,537.4,175.63
47537729,537.4,175.63
47537762,537.4,175.63
47537847,537.4,175.63
47532322,0.0,0.0
47532375,0.0,0.0
47532376,0.0,0.0
47532493,0.0,0.0
47532494,0.0,0.0
47532495,0.0,0.0
47532540,0.0,0.0
47532534,0.0,0.0
47532377,0.0,0.35
47532470,0.0,0.35
47532583,0.0,0.35
47532584,0.0,0.35
47532710,0.0,0.35
47532374,0.0,0.0
47532284,0.0,0.0
47532230,0.0,0.0
47535736,9.95,0.95
47532372,0.0,0.0
47511298,0.0,0.0
47532461,0.0,0.0
47532535,0.0,0.0
47532722,0.0,0.0
47532414,0.0,0.0
47532527,0.0,0.0
47532526,0.0,0.0
47532615,0.0,0.0
47532616,0.0,0.0
47500831,0.0,0.0
47532370,0.0,0.07
47532458,0.0,0.07
47532542,0.0,0.07
47532604,0.0,0.07
47532666,0.0,0.07
47532709,0.0,0.07
47532778,0.0,0.07
47532808,0.0,0.07
47532988,0.0,0.07
47532397,0.0,0.0
47532497,0.0,0.0
47532577,0.0,0.0
47531941,0.0,0.0
47533130,0.0,0.0
47532289,0.0,0.0
47532410,0.0,0.0
47532357,5.04,0.55
47532432,0.0,0.08
47532524,0.0,0.08
47532605,0.0,0.08
47532705,0.0,0.08
47532787,0.0,0.08
47532869,0.0,0.08
47533023,0.0,0.08
47532302,0.0,0.0
47532271,11.48,8.03
47532362,0.0,0.0
47532475,0.0,0.0
47532521,0.0,0.0
47532520,0.0,0.0
47532614,0.0,0.0
47533107,0.0,0.0
47534171,0.0,0.0
47537161,0.0,0.0
47532507,0.0,0.09
47532683,0.0,0.09
47532454,0.0,0.0
47500227,0.0,0.0
47532506,0.0,0.0
47532516,0.0,0.0
47532515,0.0,0.0
47532500,0.0,0.0
47532563,0.0,0.0
47532252,0.0,0.0
47532539,0.0,0.05
47532366,0.0,0.0
38301380,0.0,0.0
38330290,18.37,2.61
38330320,18.37,2.61
38338185,18.37,2.61
38336024,18.37,2.61
38335828,18.37,2.61
38335763,18.37,2.61
38338189,18.37,2.61
38301511,0.0,0.0
38300546,0.0,0.0
38300547,0.0,0.0
38330300,2.32,0.94
38335644,2.32,0.94
38335873,2.32,0.94
38338131,2.32,0.94
38300503,0.0,0.0
38300126,0.0,0.0
38300127,0.0,0.0
38301510,0.0,0.0
38330760,13.67,1.74
38330301,13.67,1.74
38330352,13.67,1.74
38335786,13.67,1.74
38335743,13.67,1.74
38336040,13.67,1.74
38335753,13.67,1.74
38335279,13.67,1.74
38301250,0.0,0.0
38301264,0.0,0.0
38330292,0.0,0.0
38301160,0.0,0.0
38301158,0.0,0.0
38301254,0.0,0.0
38330312,0.0,0.0
38336097,0.0,0.0
38335301,0.0,0.0
38330303,0.0,0.0
38330302,0.0,0.0
38300528,0.0,0.0
38330308,0.0,0.0
38330305,0.0,0.0
38335002,0.0,0.0
38330316,9.26,0.6
38335784,9.26,0.6
38338385,9.26,0.6
38335878,9.26,0.6
38330309,0.0,0.0
38330299,0.0,0.0
38330298,0.0,0.0
38330286,0.0,0.0
38330285,0.0,0.0
38335007,0.0,0.0
38335038,0.0,0.0
38336748,0.0,0.0
38330283,0.0,0.0
38335077,0.0,0.0
38330310,0.0,0.0
38330260,0.0,0.0
38330259,0.0,0.0
38330258,0.0,0.0
38330257,0.0,0.0
38330256,0.0,0.0
38330254,0.0,0.0
38330255,0.0,0.0
38331428,0.0,0.0
38333402,0.0,0.0
38333401,0.0,0.0
38336859,0.0,0.0
38301475,0.0,0.0
38330323,9.8,1.23
38330357,9.8,1.23
38335794,9.8,1.23
38336023,9.8,1.23
38335805,9.8,1.23
38338144,9.8,1.23
38330311,0.0,0.0
38330329,0.0,0.53
38330328,0.0,0.53
38330327,0.0,0.53
38330326,0.0,0.53
38330325,0.0,0.53
38334193,0.0,0.53
38334194,0.0,0.53
38334287,0.0,0.53
38334286,0.0,0.53
38336725,0.0,0.53
38336727,0.0,0.53
38300648,0.0,0.0
38300655,0.0,0.0
38330345,4.02,0.53
38335742,4.02,0.53
38336149,4.02,0.53
38335894,4.02,0.53
38300902,0.0,0.0
38301124,0.0,0.0
38301125,0.0,0.0
38301123,0.0,0.0
38330534,0.0,0.0
38330535,0.0,0.0
38331528,0.0,0.0
38333333,0.0,0.0
38330330,0.0,0.0
38330334,0.0,0.0
38330335,0.0,0.0
38330337,0.0,0.0
38330339,0.0,0.0
38330336,0.0,0.0
38330338,0.0,0.0
38332677,0.0,0.0
38332678,0.0,0.0
38332669,0.0,0.0
38332668,0.0,0.0
38332670,0.0,0.0
38332671,0.0,0.0
38332672,0.0,0.0
38330346,5.8,1.25
38338209,5.8,1.25
38335276,5.8,1.25
38330333,0.0,0.0
38330083,0.0,0.0
38330365,0.0,0.0
38330402,0.0,0.0
38335278,0.0,0.0
38335741,0.0,0.0
38335760,0.0,0.0
38300780,0.0,0.0
38330343,0.0,0.0
38330384,0.0,0.0
38330383,0.0,0.0
38330385,0.0,0.0
38335275,0.0,0.0
38335642,0.0,0.0
38335766,0.0,0.0
38335764,0.0,0.0
38335783,0.0,0.0
38301389,0.0,0.0
38330347,0.0,0.0
38301513,0.0,0.0
38301514,0.0,0.0
38301515,0.0,0.0
38301516,0.0,0.0
38330324,0.0,0.0
38301395,0.0,0.0
38330340,0.0,0.0
38330332,0.0,0.0
38330341,0.0,0.0
38333218,0.0,0.0
38330358,0.0,0.0
38330359,0.0,0.0
38335782,0.0,0.0
38335765,0.0,0.0
38330331,0.0,0.0
38300538,0.0,0.0
38330350,4.4,0.32
38330351,4.4,0.32
38330372,0.0,0.0
38333169,0.0,0.0
38300545,0.0,0.0
38330370,0.0,0.0
38334274,0.0,0.0
38330381,0.0,0.0
47532564,0.0,0.76
47532565,0.0,0.76
47532413,0.0,0.0
47532653,0.0,0.0
47530763,0.0,0.0
47532533,0.0,0.91
47532543,0.0,0.0
47532648,0.0,0.0
47532572,0.0,0.0
47534841,0.0,0.0
47534933,0.0,0.0
47535290,0.0,0.0
47535770,0.0,0.0
47534779,0.0,0.0
47532557,0.0,0.0
47536171,0.0,0.0
47536335,0.0,0.0
47532613,0.0,0.0
47532571,0.0,0.0
47535427,0.0,0.0
47535480,0.0,0.0
47535587,0.0,0.0
47535769,0.0,0.0
47535960,0.0,0.0
47536334,0.0,0.0
47536679,0.0,0.0
47536705,0.0,0.0
47504700,0.0,0.0
47532649,0.0,0.0
47531796,0.0,0.0
47532693,0.0,0.0
47532714,0.0,0.0
47500936,0.0,0.0
47532823,0.0,0.0
47534172,0.0,0.0
47537153,0.0,0.0
47532645,139.2,49.52
47532730,139.2,49.52
47532766,139.2,49.52
47532804,139.2,49.52
47535047,139.2,49.52
47535049,139.2,49.52
47535048,139.2,49.52
47535050,139.2,49.52
47535398,139.2,49.52
47535397,139.2,49.52
47535490,139.2,49.52
47535491,139.2,49.52
47535555,139.2,49.52
47535904,139.2,49.52
47535670,139.2,49.52
47535790,139.2,49.52
47536967,139.2,49.52
47536829,139.2,49.52
47532698,250.37,66.12
47532728,250.37,66.12
47532797,250.37,66.12
47532965,250.37,66.12
47533117,250.37,66.12
47533232,250.37,66.12
47533433,250.37,66.12
47535454,250.37,66.12
47535119,250.37,66.12
47535489,250.37,66.12
47535492,250.37,66.12
47535571,250.37,66.12
47535645,250.37,66.12
47535646,250.37,66.12
47535802,250.37,66.12
47535774,250.37,66.12
47535753,250.37,66.12
47536159,250.37,66.12
47536163,250.37,66.12
47536169,250.37,66.12
47536286,250.37,66.12
47536333,250.37,66.12
47536795,250.37,66.12
47536675,250.37,66.12
47536804,250.37,66.12
47536813,250.37,66.12
47532650,0.0,0.0
47532651,0.0,0.0
47532652,0.0,0.0
47532687,0.0,0.0
47532686,0.0,0.0
47532566,0.0,0.0
38335830,0.0,0.0
38330356,0.0,0.0
38330369,0.0,0.0
38330371,0.0,0.0
38336721,0.0,0.0
38301081,0.0,0.0
38301083,0.0,0.0
38301084,0.0,0.0
38301085,0.0,0.0
38334446,0.0,0.0
38300004,0.0,0.0
38333913,0.0,0.0
38330404,438.76,37.58
38338515,438.76,37.58
38338517,438.76,37.58
38335638,438.76,37.58
38335740,438.76,37.58
38338504,438.76,37.58
38338505,438.76,37.58
38335799,438.76,37.58
38338498,438.76,37.58
38335801,438.76,37.58
38338499,438.76,37.58
38338496,438.76,37.58
38338497,438.76,37.58
38331555,0.0,0.0
38335670,0.0,0.0
38331603,0.0,0.0
38335663,0.0,0.0
38330353,0.0,0.0
38330355,0.0,0.0
38330362,0.0,0.0
38330368,0.0,0.0
38330403,0.0,0.0
38330376,0.0,0.0
38330377,0.0,0.0
38330361,0.0,0.0
38338867,0.0,0.0
38330382,0.0,0.0
38330420,0.0,0.0
38330410,0.0,0.0
38330414,0.0,0.0
38335752,0.0,0.0
38300277,106.35,23.73
38300275,106.35,23.73
38300272,106.35,23.73
38300273,106.35,23.73
38300276,106.35,23.73
38300291,106.35,23.73
38300289,106.35,23.73
38300147,106.35,23.73
38300280,106.35,23.73
38333447,106.35,23.73
38333455,106.35,23.73
38336211,106.35,23.73
38336294,106.35,23.73
38336059,106.35,23.73
38336282,106.35,23.73
38336215,106.35,23.73
38336272,106.35,23.73
38336271,106.35,23.73
38336060,106.35,23.73
38336252,106.35,23.73
38336061,106.35,23.73
38335926,106.35,23.73
38335927,106.35,23.73
38335928,106.35,23.73
38335929,106.35,23.73
38335556,106.35,23.73
38335598,106.35,23.73
38335586,106.35,23.73
38335583,106.35,23.73
38335584,106.35,23.73
38335599,106.35,23.73
38335582,106.35,23.73
38335585,106.35,23.73
38335615,106.35,23.73
38335639,106.35,23.73
38335640,106.35,23.73
38335616,106.35,23.73
38335561,106.35,23.73
38335552,106.35,23.73
38335555,106.35,23.73
38335554,106.35,23.73
38335645,106.35,23.73
38335614,106.35,23.73
38335649,106.35,23.73
38335720,106.35,23.73
38335553,106.35,23.73
38335581,106.35,23.73
38335613,106.35,23.73
38335658,106.35,23.73
38335660,106.35,23.73
38335661,106.35,23.73
38335646,106.35,23.73
38335647,106.35,23.73
38335659,106.35,23.73
38335657,106.35,23.73
38335656,106.35,23.73
38335655,106.35,23.73
38335648,106.35,23.73
38335901,106.35,23.73
38335915,106.35,23.73
38335916,106.35,23.73
38336216,106.35,23.73
38336295,106.35,23.73
38336218,106.35,23.73
38336296,106.35,23.73
38336283,106.35,23.73
38336055,106.35,23.73
38336286,106.35,23.73
38336057,106.35,23.73
38336219,106.35,23.73
38336298,106.35,23.73
38336058,106.35,23.73
38336297,106.35,23.73
38336299,106.35,23.73
38336056,106.35,23.73
38336217,106.35,23.73
38336231,106.35,23.73
38330397,5.65,0.8
38330398,5.65,0.8
38330399,5.65,0.8
38330434,0.0,0.0
38330435,0.0,0.0
38330416,0.0,0.0
38333305,0.0,0.0
38300102,0.0,0.0
38333914,0.0,0.0
38330474,0.0,0.0
38330440,0.0,0.0
38330380,0.0,0.0
38330379,0.0,0.0
38330473,0.0,0.0
38330449,0.0,0.0
38330430,4.56,0.16
38330439,4.56,0.16
38330447,4.56,0.16
38330446,4.56,0.16
38330518,4.56,0.16
38330526,4.56,0.16
38330592,4.56,0.16
38330454,0.0,0.0
38330453,0.0,0.0
38330450,0.0,0.0
38330444,0.0,0.0
38330360,0.0,0.0
38330373,0.0,0.0
38330387,0.0,0.0
38335174,0.0,0.0
38330374,0.0,0.0
38301642,0.0,0.0
38300818,0.0,0.0
38300819,0.0,0.0
38300820,0.0,0.0
38330415,0.0,0.0
47532706,0.0,0.0
47534064,0.0,0.0
47500509,0.0,0.0
47532538,0.0,0.0
47532771,0.0,0.0
47532769,0.0,0.0
47533348,0.0,0.0
47533643,0.0,0.0
47532560,0.0,0.0
47530924,0.0,0.0
47532700,0.0,0.0
47532974,0.0,0.0
47532586,0.0,0.0
47532592,0.0,0.0
47532736,0.0,0.0
47532774,0.0,0.0
47532436,0.0,0.0
47532150,0.0,0.0
47532773,0.0,0.0
47532925,0.0,0.0
47533210,0.0,0.0
47533492,0.0,0.0
47532674,0.0,0.0
47532788,0.0,0.04
47532870,0.0,0.04
47532795,0.0,0.0
47532934,0.0,0.0
47532935,0.0,0.0
47533442,0.0,0.0
47532792,0.0,0.0
47532794,0.0,0.0
47532960,0.0,0.0
47532959,0.0,0.0
47531789,0.0,0.0
47532027,0.0,0.0
47533055,0.0,0.0
47535388,0.0,0.0
47532762,0.0,0.0
47531589,0.0,0.0
47530939,0.0,0.03
47533052,466.81,104.43
47533120,466.81,104.43
47533208,466.81,104.43
47533393,466.81,104.43
47533488,466.81,104.43
47535469,466.81,104.43
47535400,466.81,104.43
47535486,466.81,104.43
47535733,466.81,104.43
47535500,466.81,104.43
47535499,466.81,104.43
47535520,466.81,104.43
47535614,466.81,104.43
47535652,466.81,104.43
47535799,466.81,104.43
47535994,466.81,104.43
38330436,0.0,0.0
38330495,0.0,0.0
38335795,0.0,0.0
38335762,0.0,0.0
38380657,0.0,0.0
38300437,0.0,0.0
38300439,0.0,0.0
38300440,0.0,0.0
38330418,0.0,0.0
38330417,0.0,0.0
38301333,0.0,0.0
38301413,0.0,0.0
38301416,0.0,0.0
38331992,0.0,0.0
38332114,0.0,0.0
38301422,0.0,0.0
38301425,0.0,0.0
38331981,0.0,0.0
38301402,0.0,0.0
38301403,0.0,0.0
38301404,0.0,0.0
38330423,0.0,0.0
38330825,0.0,0.0
38332180,0.0,0.0
38332181,0.0,0.0
38335821,0.0,0.0
38330527,0.0,0.0
38330391,0.0,0.0
38330393,0.0,0.0
38330419,0.0,0.0
38330407,0.0,0.0
38330424,0.0,0.0
38330425,0.0,0.0
38333475,0.0,0.0
38330468,0.0,0.0
38330469,0.0,0.0
38330466,0.0,0.0
38330467,0.0,0.0
38301631,0.0,0.0
38330443,0.0,0.0
38300770,0.0,0.0
38301263,0.0,0.0
38301660,0.0,0.0
38301698,0.0,0.0
38301661,0.0,0.0
38330491,0.0,0.0
38330363,0.0,0.0
38330367,0.0,0.0
38330481,0.0,0.0
38301214,0.0,0.0
38334064,0.0,0.0
38335084,0.0,0.0
38330501,0.0,0.0
38301405,0.0,0.0
38301647,0.0,0.0
38301648,0.0,0.0
38301650,0.0,0.0
38301651,0.0,0.0
38301652,0.0,0.0
38300008,0.0,0.0
38301575,0.0,0.0
38300438,0.0,0.0
38300441,0.0,0.0
38301689,0.0,0.0
38301708,0.0,0.0
38330354,0.0,0.0
38330494,0.0,0.0
38300283,0.0,0.0
38301147,0.0,0.0
38335854,0.0,0.0
38330506,0.0,0.0
38330442,0.0,0.0
38330394,0.0,0.0
38310295,0.0,0.0
38330511,0.0,0.0
38330512,0.0,0.0
38332848,0.0,0.0
38332845,0.0,0.0
38335092,0.0,0.0
38300907,0.0,0.0
38301386,0.0,0.0
38335246,0.0,0.0
38330496,0.0,0.0
38300454,0.0,0.0
38300722,0.0,0.0
38330553,0.0,0.0
38330429,0.0,0.0
38330530,0.0,0.0
38301906,0.0,0.0
38301409,0.0,0.0
38301410,0.0,0.0
38330554,0.0,0.0
38330560,0.0,0.0
38330573,0.0,0.0
38330531,0.0,0.0
38330599,0.0,0.0
38335808,0.0,0.0
38330600,0.0,0.0
38330601,0.0,0.0
38335925,0.0,0.0
38335672,0.0,0.0
38301559,0.0,0.0
38301561,0.0,0.0
38330539,0.0,0.0
38330538,0.0,0.0
38330537,0.0,0.0
38330536,0.0,0.0
38333170,0.0,0.0
38301408,0.0,0.0
38311633,0.0,0.0
38332918,0.0,0.0
38330505,0.0,0.0
38330504,0.0,0.0
38330572,0.0,0.0
38330571,0.0,0.0
38335664,0.0,0.0
38335836,0.0,0.0
47536510,466.81,104.43
47536514,466.81,104.43
47536961,466.81,104.43
47536830,466.81,104.43
47538576,466.81,104.43
47532975,0.0,0.0
47532871,138.43,46.12
47533118,138.43,46.12
47533190,138.43,46.12
47533360,138.43,46.12
47534999,138.43,46.12
47535044,138.43,46.12
47535045,138.43,46.12
47535046,138.43,46.12
47535052,138.43,46.12
47535399,138.43,46.12
47535407,138.43,46.12
47535540,138.43,46.12
47535857,138.43,46.12
47535727,138.43,46.12
47536003,138.43,46.12
47536318,138.43,46.12
47536349,138.43,46.12
47536743,138.43,46.12
47536864,138.43,46.12
47536860,138.43,46.12
47532555,0.0,0.0
47533566,0.0,0.0
47532955,0.0,0.0
47532135,0.0,0.0
47533098,0.0,0.0
47533282,0.0,0.0
47532784,0.0,0.0
47533087,0.0,0.0
47533109,0.0,0.0
47533022,0.0,0.68
47533021,0.0,0.68
47533555,0.0,0.68
47533563,0.0,0.68
47532747,0.0,0.68
47533678,0.0,0.68
47533735,0.0,0.68
47533178,0.0,0.0
47533301,0.0,0.0
47533477,0.0,0.0
47533533,0.0,0.0
47533606,0.0,0.0
47533650,0.0,0.0
47533687,0.0,0.0
47533110,0.0,0.0
47530491,0.0,0.0
47532380,0.69,0.47
47533135,0.02,0.0
47533537,0.02,0.0
47533206,1082.63,284.92
47533421,1082.63,284.92
47536717,1082.63,284.92
47533505,1082.63,284.92
47533634,1082.63,284.92
47534216,1082.63,284.92
47535012,1082.63,284.92
47535026,1082.63,284.92
47535028,1082.63,284.92
47535057,1082.63,284.92
47535136,1082.63,284.92
47535401,1082.63,284.92
47535507,1082.63,284.92
47535514,1082.63,284.92
47535526,1082.63,284.92
47535527,1082.63,284.92
47535556,1082.63,284.92
47535563,1082.63,284.92
47535653,1082.63,284.92
47535723,1082.63,284.92
47535801,1082.63,284.92
47535669,1082.63,284.92
47535680,1082.63,284.92
47535656,1082.63,284.92
47536004,1082.63,284.92
47536006,1082.63,284.92
47536162,1082.63,284.92
47536161,1082.63,284.92
47536321,1082.63,284.92
47536288,1082.63,284.92
47536347,1082.63,284.92
47536516,1082.63,284.92
47536482,1082.63,284.92
47536848,1082.63,284.92
47536641,1082.63,284.92
47536960,1082.63,284.92
47536635,1082.63,284.92
47538381,1082.63,284.92
47538382,1082.63,284.92
47538394,1082.63,284.92
47538395,1082.63,284.92
47538826,1082.63,284.92
47538827,1082.63,284.92
47533207,0.0,0.0
47533101,0.0,0.0
47504526,0.0,0.71
47504537,0.0,0.71
47504536,0.0,0.71
47504535,0.0,0.71
47504508,0.0,0.71
47504506,0.0,0.71
47504509,0.0,0.71
38330513,0.0,0.0
38330510,0.0,0.0
38332846,0.0,0.0
38332850,0.0,0.0
38330421,0.0,0.0
38330556,0.0,0.0
38330555,0.0,0.0
38330557,0.0,0.0
38330586,0.0,0.0
38334805,0.0,0.0
38301684,0.0,0.0
38330597,0.0,0.0
38330617,0.0,0.0
38333892,0.0,0.0
38330609,0.0,0.0
38330625,0.0,0.0
38330637,0.0,0.0
38330636,0.0,0.0
38333573,0.0,0.0
38333578,0.0,0.0
38333579,0.0,0.0
38333580,0.0,0.0
38335668,0.0,0.0
38335922,0.0,0.0
38335667,0.0,0.0
38330615,9.21,2.7
38335829,9.21,2.7
38336157,9.21,2.7
38330614,0.0,0.0
38333147,0.61,0.02
38335774,0.61,0.02
38338213,0.61,0.02
38330616,0.0,0.0
38330647,0.0,0.0
38330668,0.0,0.0
38330669,0.0,0.0
38330671,0.0,0.0
38330672,0.0,0.0
38330673,0.0,0.0
38330638,0.0,0.0
38330639,0.0,0.0
38330674,0.0,0.0
38330675,0.0,0.0
38330676,0.0,0.0
38330641,0.0,0.0
38330642,0.0,0.0
38330649,0.0,0.0
38330650,0.0,0.0
38330652,0.0,0.0
38330651,0.0,0.0
38330653,0.0,0.0
38330654,0.0,0.0
38330655,0.0,0.0
38330656,0.0,0.0
38320541,1.93,1.9
38320540,1.93,1.9
38331420,1.93,1.9
38331527,1.93,1.9
38331945,1.93,1.9
38331769,1.93,1.9
38331944,1.93,1.9
38332269,1.93,1.9
38330657,0.0,0.0
38330689,0.0,0.0
38330666,0.0,0.0
38330667,0.0,0.0
38330698,0.0,0.0
38330705,0.0,0.0
38301394,0.0,0.0
38301470,0.0,0.0
38301471,0.0,0.0
38330687,0.0,0.0
38330670,0.0,0.0
38330699,0.0,0.0
38300124,0.0,0.0
38300125,0.0,0.0
38330706,0.0,0.0
38330710,0.0,0.0
38330678,0.0,0.0
38330679,0.0,0.0
38330709,0.0,0.0
38330708,0.0,0.0
38301682,0.0,0.0
38330712,0.0,0.0
38330734,0.0,0.0
38335698,0.0,0.0
38335815,0.0,0.0
38335883,0.0,0.0
38301344,0.0,0.0
38301677,0.0,0.0
38301683,0.0,0.0
38330723,0.0,0.36
38330832,0.0,0.36
38330707,0.0,0.0
38334205,0.0,0.0
38335848,0.0,0.0
38335847,0.0,0.0
38335797,0.0,0.0
38335785,0.0,0.0
38335796,0.0,0.0
38335881,0.0,0.0
38320027,0.0,0.0
38301672,0.0,0.0
38330727,0.0,0.0
38311656,0.0,0.0
38311581,0.0,0.0
47533479,0.0,0.71
47533784,0.0,0.71
47535621,0.0,0.71
47535824,0.0,0.71
47534081,0.0,0.71
47530804,0.0,0.0
47533233,0.0,0.0
47533234,0.0,0.0
47533245,0.0,0.43
47531885,0.0,0.0
47533481,0.0,0.0
47533529,0.0,0.0
47533624,0.0,0.0
47531971,0.0,0.0
47533097,0.0,0.0
47533235,0.0,0.0
47533422,0.0,0.0
47530626,0.0,0.0
47533737,0.0,0.0
47534749,0.0,0.0
47533125,0.0,0.0
47530235,0.0,0.0
47530278,0.0,0.0
47531588,0.0,0.0
47533056,0.0,0.0
47532802,0.0,0.0
47533302,0.0,0.0
47533501,0.0,0.0
47531951,0.0,0.0
47533627,0.0,0.0
47531680,0.0,0.0
47533486,0.0,0.0
47534750,0.0,0.0
47533538,0.0,1.73
47510995,0.0,1.73
47511078,0.0,1.73
47533523,0.0,0.0
47533611,0.0,0.0
47510757,0.0,0.0
47533507,0.0,0.0
47533532,0.0,0.15
47532738,0.0,4.48
47533511,0.0,0.0
47533618,0.0,0.0
47532274,0.0,0.0
47533586,0.0,0.0
47533644,0.0,0.0
47533651,0.0,0.0
47533655,0.0,0.0
47533654,0.0,0.0
47532273,0.33,1.64
47533594,0.0,1.04
47530703,0.0,0.0
47533679,0.0,0.0
47534327,0.0,0.0
47533435,0.0,0.0
47533680,0.0,0.0
47533660,0.0,0.0
47533675,0.0,0.0
38330729,0.0,0.0
38330732,0.0,0.0
38330731,0.0,0.0
38330730,0.0,0.0
38330746,0.0,0.0
38330743,0.0,0.0
38330742,0.0,0.0
38330745,0.0,0.0
38330748,0.0,0.0
38330740,0.0,0.0
38330747,0.0,0.0
38330744,0.0,0.0
38330753,0.0,0.0
38330752,0.0,0.0
38330754,0.0,0.0
38330750,0.0,0.0
38330751,0.0,0.0
38330757,0.0,0.0
38330755,0.0,0.0
38330756,0.0,0.0
38300921,0.0,0.0
38330721,0.0,0.0
38330759,0.0,0.0
38330728,0.0,0.0
38330837,0.0,0.0
38330846,0.0,0.0
38335651,0.0,0.0
38335654,0.0,0.0
38301490,0.0,0.0
38331298,0.0,0.0
38331317,0.0,0.0
38330769,0.0,0.0
38330767,0.0,0.0
38330766,0.0,0.0
38330762,0.0,0.0
38330761,0.0,0.0
38330765,0.0,0.0
38330764,0.0,0.0
38330763,0.0,0.0
38330722,0.0,0.0
38330775,0.0,0.0
38330774,0.0,0.0
38330776,0.0,0.0
38330777,0.0,0.0
38330778,0.0,0.0
38330779,0.0,0.0
38330780,0.0,0.0
38330771,0.0,0.0
38330758,0.0,0.0
38333172,0.0,0.0
38311645,0.0,0.0
38311646,0.0,0.0
38311647,0.0,0.0
38311649,0.0,0.0
38311650,0.0,0.0
38311653,0.0,0.0
38311654,0.0,0.0
38380712,0.0,0.0
38332802,0.0,0.0
38330799,0.0,0.0
38330792,0.0,0.0
38333101,0.0,0.0
38330781,0.0,0.0
38330772,0.0,0.0
38330784,0.0,0.0
38330785,0.0,0.0
38330786,0.0,0.0
38330812,6.47,10.04
38330810,0.0,0.0
38330809,0.0,0.0
38330794,0.0,0.0
38330793,0.0,0.0
38330797,0.0,0.0
38330796,0.0,0.0
38332853,0.0,0.0
38332847,0.0,0.0
38332852,0.0,0.0
38332851,0.0,0.0
38330787,0.0,0.0
38330823,0.0,0.0
38335761,0.0,0.0
38330749,0.0,0.0
38330795,0.0,0.0
38330798,0.0,0.0
38331836,0.0,0.0
38333599,0.0,0.0
38335097,0.0,0.0
38330788,0.0,0.0
38330789,0.0,0.0
38330790,0.0,0.0
38330791,0.0,0.0
38330829,0.0,0.0
38330820,0.0,0.0
38330831,0.0,0.0
38330830,0.0,0.0
38301526,0.0,0.0
38300897,0.0,0.0
38330805,0.0,0.0
38330834,0.0,0.0
38330835,0.0,0.0
38335707,0.0,0.0
38330828,0.0,0.0
38330039,0.0,0.0
38301671,0.0,0.0
38330813,0.0,0.0
38335705,0.0,0.0
38330821,0.0,0.0
38330816,0.0,0.66
38335942,0.0,0.66
38330819,0.0,0.0
38331507,0.0,0.0
